w_ease,w_itemknn,w_rp3,w_pop,w_kg,HR@10,NDCG@10,Recall@10,HR@20,NDCG@20,Recall@20,evaluated_users,candidate_courses,mask_train_positives
1.0,-0.12495201991729701,0.3054069540934792,0.16701039945059248,0.15646495255933507,0.5827877356802976,0.37165871883934354,0.5396227393179518,0.6936066688132804,0.40174029597403627,0.6527947883128798,55902,698,1
1.0,0.21582685669062898,0.21956669798106807,0.16324295834381047,0.09379096406865889,0.5819827555364745,0.37136753301646575,0.538960408176389,0.6938213301849665,0.40172300572460884,0.6532892903126948,55902,698,1
1.0,-0.010130455856115078,0.33119100026569614,-0.12970691109609928,0.016648132982896635,0.582590962756252,0.37181898296408655,0.5396123256859325,0.6926228041930521,0.4016811051069834,0.6519110639532514,55902,698,1
1.0,0.2133213564626408,0.25444793242356134,0.03715031450884393,0.02562754045253221,0.5823584129369254,0.3715302811756072,0.539398688695436,0.6934814496797967,0.40167832098411366,0.6529192833901494,55902,698,1
1.0,0.16473163537731964,0.16476039333637696,0.17244801292248974,0.016728599656589876,0.5822153053558012,0.3713334409517658,0.5390480751216818,0.6936782226038425,0.4016144327171098,0.6531134724273135,55902,698,1
1.0,0.3470347991875481,0.33568565905369785,0.0859611570797208,0.06821353627089355,0.58251940896569,0.3713606562707765,0.5396239127695385,0.6938749955278881,0.40160520510235986,0.6535215419912274,55902,698,1
1.0,0.0011397710727534538,0.345579257033481,-0.15118314025633564,0.07337921600493547,0.5820364208793961,0.37174487517534643,0.539144840920927,0.6919609316303531,0.4015859064785415,0.6513435738008625,55902,698,1
1.0,0.20525237010299482,0.3290281453755386,-0.006569295122809737,0.11633352221591364,0.582555185860971,0.3715261531737933,0.5395141550111276,0.6930879038317055,0.4015673247939339,0.6525544016498249,55902,698,1
0.75,0.05,0.15,0.05,0.0,0.5822868591463632,0.37132488218485127,0.5389722326904675,0.6934098958892347,0.4015427614292144,0.6527483770839528,55902,698,1
1.0,0.3015256330687792,0.3177028912751263,0.1303826614217845,0.16869068903819168,0.581857536402991,0.37126070125014377,0.5388689989833377,0.6932846767557511,0.4015407334845414,0.6528178871258251,55902,698,1
1.0,0.3123116471634838,0.302246897660998,-0.010323213683633453,0.06592917418101207,0.5820006439841151,0.3712332539320559,0.5389754429907155,0.6933741189939537,0.40149261674811304,0.6528806528615543,55902,698,1
1.0,0.19947822879112023,0.23176866503279067,0.13478169176528704,0.17408159767207215,0.5815713212407427,0.3711480666582723,0.5385126770508646,0.6933383420986726,0.4014843614405051,0.6527901813277532,55902,698,1
1.0,0.22176391343583032,0.29621398646023434,-0.12220611362337414,-0.04631205374103117,0.5821258631175986,0.3714601448350183,0.5392255966687429,0.6927301348788952,0.4014700237138181,0.6521647256255562,55902,698,1
1.0,-0.10430421931473918,0.27769904667375156,0.055768512980054474,-0.018436379271463466,0.5826625165468141,0.371594734019991,0.5392575665354236,0.6924975850595685,0.401464805686137,0.6516268292977061,55902,698,1
1.0,0.3115058731325788,0.3472785681939796,0.03453131341213944,0.1749305185657623,0.5814461021072591,0.37112945365307604,0.5384792011909425,0.6928374655647382,0.4013970697096089,0.6524109249420034,55902,698,1
1.0,0.08031430548277677,0.2578882541039226,0.08148291241988764,0.19447998937102268,0.5821616400128797,0.37150441831939457,0.5391396944429352,0.692479696611928,0.4013952384148449,0.651688409122085,55902,698,1
1.0,0.29794294943348654,0.32262400518655177,0.005497230925881613,-0.1832362534547131,0.5823405244892849,0.3711233721890495,0.5390341192930862,0.6934277843368752,0.4013763615231205,0.6529415314643456,55902,698,1
1.0,-0.1298739785692625,0.3435574772525386,-0.025246432261910062,0.1603181169367403,0.5822153053558012,0.3717887638068972,0.5392549826485422,0.6913527244105756,0.4013340766300708,0.6502054568126864,55902,698,1
1.0,0.3204627133581198,0.28845170919718055,-0.02859019093772336,-0.009413393948590032,0.5820006439841151,0.371206528703956,0.5390760151732347,0.6926764695359736,0.4012918960749544,0.6522523424339522,55902,698,1
1.0,0.08963573307959363,0.286319680275537,-0.16358941188314985,0.006772479662275621,0.5819112017459125,0.37144286175387053,0.5389596954878477,0.6916210511251834,0.4012207779584557,0.6509263262064119,55902,698,1
0.7,0.1,0.1,0.05,0.05,0.5815355443454617,0.3711536436316247,0.5385320278081139,0.6921755930020392,0.4012144414211333,0.65167999729254,55902,698,1
1.0,0.18090297513479617,0.11017131475752526,0.14886038578552063,0.05821345450687054,0.5813566598690566,0.3709556527070543,0.5382959002992591,0.6927838002218167,0.40120926900713955,0.6522684775297802,55902,698,1
1.0,0.15024868226480112,0.23606212646332228,-0.02012730206372204,0.12766176782467292,0.5814818790025401,0.3712393189162973,0.5385092621821498,0.6919072662874316,0.40119526622843954,0.6512824762338617,55902,698,1
1.0,-0.1419459639386089,0.24522672051107705,0.1625684993173659,0.005769052312752487,0.5817859826124289,0.37111978790141115,0.538365231138956,0.6923544774784445,0.40116347351360876,0.6513189623428497,55902,698,1
1.0,-0.04741026217846164,0.27799649946624083,-0.07363036499894907,-0.08909656446779964,0.5820543093270366,0.3713190745291583,0.538618843567893,0.6919967085256341,0.4011264875519314,0.6508289182577645,55902,698,1
1.0,0.3468087965433885,0.22242598217444318,-0.029224478644221147,0.014777734108915253,0.5808021179922006,0.3708388777506928,0.5379613383756664,0.6922471467926014,0.40107306809085025,0.6517343228043625,55902,698,1
1.0,0.1410885457916706,0.15278941422351874,0.04575955293722056,-0.05880518483640226,0.5816249865836642,0.3709461884783129,0.5383377333841854,0.6926049157454116,0.40106683079871336,0.6518021502817638,55902,698,1
1.0,0.12206431606037335,0.2256156963734611,-0.12452148668202274,0.030824584446482367,0.5812493291832135,0.3711863464779035,0.538302558776992,0.6912275052770921,0.4010331791368,0.6505571706679423,55902,698,1
1.0,0.3177677973640074,0.1896092422463219,-0.019237078404440666,-0.0017879782822498025,0.5809810024686057,0.3708606211634307,0.5381174286331841,0.6921755930020392,0.4010085769941005,0.6516271624846872,55902,698,1
1.0,0.0679596771683604,0.2334002560417834,-0.12893978730034422,-0.056398990595624726,0.5813566598690566,0.37106502030706945,0.5381362590091574,0.6915137204393402,0.40094841291885386,0.650601040402968,55902,698,1
1.0,0.3455451448646123,0.22356205532792048,0.033770556023494214,0.1904326603462903,0.5803549068011878,0.3705996732764016,0.5374256273215481,0.6919609316303531,0.40090338682050125,0.6515928053074731,55902,698,1
1.0,0.24412018783490338,0.16364508767162902,-0.040982348761060716,0.06224095331407414,0.5807126757539981,0.37077214014046994,0.5377695901614861,0.6916747164681049,0.40086541285762867,0.6511059981795797,55902,698,1
1.0,0.2934442985370961,0.10889900309277697,0.12793065579225615,0.09028816328552802,0.5807484526492791,0.3706870175072879,0.5377809195116584,0.6918714893921506,0.4008629082659644,0.6514031451709414,55902,698,1
1.0,0.34418311628314013,0.26515182522811653,-0.08050380437850113,-0.19881874945179004,0.5816249865836642,0.3707684930001743,0.5384652666581178,0.692408142821366,0.40083202628392073,0.6516618963339537,55902,698,1
1.0,-0.005433230011066076,0.13984165531349416,0.07059629254672617,-0.014915028153214716,0.5818754248506315,0.37101882285477183,0.5384223463967795,0.6915494973346213,0.4008243217687447,0.650672083095026,55902,698,1
1.0,0.13766033788802254,0.12021168543545283,0.04145914796784983,0.04080346251294911,0.5810704447068084,0.37084330347678923,0.5380696114366066,0.6914600550964187,0.4008147352822368,0.6508497248713584,55902,698,1
1.0,0.23991556542539308,0.07465052007418213,0.122234942849684,0.02654083939238286,0.5808557833351222,0.37065132192593897,0.5378401785437628,0.6920861507638367,0.40080475025717854,0.6513961459608727,55902,698,1
1.0,-0.09582437202506086,0.33100878339813344,-0.07958484398860217,-0.11835595470670511,0.5816786519265859,0.37112888968522423,0.5382284565925002,0.6909591785624843,0.40078860340033134,0.6498010931596913,55902,698,1
1.0,0.22488920093238987,0.23108609267931904,-0.1969410969633612,-0.033784802157490745,0.5808736717827627,0.37086419459655867,0.537950569168804,0.6912096168294516,0.40076683879667657,0.6505450828606951,55902,698,1
1.0,-0.01392024637043307,0.25043245012644366,0.07209166785881044,-0.14955258348361256,0.5818396479553505,0.3709340518947368,0.5383719049059603,0.6916747164681049,0.400758422259427,0.6505685064713785,55902,698,1
1.0,0.2932164486892417,0.2377323678891304,-0.1265339167289149,-0.1845300459361542,0.5810883331544489,0.3706981812143345,0.5379112216825852,0.691782047153948,0.4007238147759066,0.6509199232779312,55902,698,1
1.0,0.15287745521146598,0.11878624545772967,0.13266174188187202,0.19033006377492684,0.5804085721441093,0.370654804058197,0.5374232346498413,0.6912453937247326,0.40071715907273814,0.6506255371914446,55902,698,1
1.0,0.014498432678683254,0.24353211525102283,-0.0421324721840132,-0.1476816669804738,0.5813924367643376,0.370883792401085,0.5379252687007644,0.691084397695968,0.4007088932553893,0.6501418953895136,55902,698,1
1.0,0.284080517796349,0.17886977541831647,-0.09742993529743865,0.006904557792931365,0.5806232335157955,0.37068701675416904,0.537646302936664,0.6912453937247326,0.40070656083259554,0.6506529093557707,55902,698,1
1.0,0.2898314324825779,0.10342757688116863,0.04988944548360702,0.018773071580525574,0.5806590104110765,0.37064775516944565,0.5378101809931041,0.6916031626775428,0.40070326037865606,0.6509697194423565,55902,698,1
1.0,-0.004101731158070526,0.24342555633983307,-0.13188198313548366,0.10289052448701791,0.5808378948874816,0.37107421075203595,0.5379022397816317,0.6901899753139422,0.4007015077115952,0.6492887661527845,55902,698,1
1.0,0.0238097546285245,0.10007343677649008,0.15016780387705464,0.1466046729624243,0.5810346678115273,0.3708770139881302,0.5379721041076944,0.6908697363242817,0.40069857012817867,0.6501573070744541,55902,698,1
1.0,0.1875108329176667,0.22170416714621813,-0.1353083163798945,0.08090668254341715,0.5808915602304032,0.3709709384359859,0.5380087984585455,0.6902257522092233,0.4006840622053754,0.6497325913162082,55902,698,1
1.0,-0.11188522808372289,0.251859939643995,-0.05274453020036596,0.133610019707667,0.5819112017459125,0.37131248231450664,0.5388000410926561,0.6901899753139422,0.4006205507081167,0.6489441934794042,55902,698,1
1.0,0.06694578394870135,0.31120030841004664,-0.18677637776632033,-0.1404847626289073,0.5816786519265859,0.37119363741572675,0.538296326214679,0.6899216485993346,0.40059373307650376,0.6488904707024336,55902,698,1
0.85,0.0,0.1,0.05,0.0,0.5815534327931022,0.3708743320893945,0.5381544172032305,0.6910128439054058,0.40059072398758866,0.6500205602770333,55902,698,1
1.0,0.14674126222568482,0.20358377207063852,-0.13376203003401024,-0.09362683354535335,0.5812493291832135,0.37086869056015814,0.5381074043315424,0.6908160709813602,0.40056896470938363,0.6498626947266057,55902,698,1
1.0,0.2288220172957546,0.09792669326110606,0.14875397757728326,0.1741438777598976,0.579871918714894,0.3703165545657303,0.5368311270329402,0.6910128439054058,0.4005338391298236,0.6505672435676255,55902,698,1
1.0,0.1394043625418391,0.2464857248782896,-0.14002520113329642,-0.17740900823289346,0.5810883331544489,0.37087286823732796,0.5377420480777563,0.6902078637615827,0.4005263578034045,0.6493016625540033,55902,698,1
1.0,0.18621063581455535,0.1576726178149773,-0.13320817419756714,0.02992077572397922,0.580605345068155,0.3707612482073712,0.5375725474910077,0.6902973059997853,0.4005222063272424,0.6495805395112638,55902,698,1
1.0,-0.046443829092885996,0.29314587598540376,-0.18482754531949103,0.1278278499708312,0.5806232335157955,0.37105477420099287,0.5377273305158133,0.6894744374083217,0.4005021071986047,0.648398986248837,55902,698,1
1.0,0.18199811267060537,0.12959859630318918,-0.011950523553273612,-0.13155947903012216,0.5808200064398411,0.3705231686895954,0.5375579308481846,0.6912096168294516,0.4004693948288123,0.6503237694645401,55902,698,1
1.0,0.21562535124404972,0.19581335642577583,-0.10639834371595058,0.10510385772147263,0.5807663410969196,0.37071056216389836,0.537814112520058,0.6901541984186612,0.4004065432405961,0.649550129150275,55902,698,1
1.0,0.14939400986390075,0.1602776190492882,-0.08762330620410173,0.12941839312890496,0.5803549068011878,0.3706355273654711,0.5374019672732021,0.6897785410182105,0.4003255556805743,0.6491272164339739,55902,698,1
1.0,0.092473684330772,0.2093675568972079,-0.14577472589126264,-0.13568718341338631,0.580533791277593,0.37070746546067246,0.537120387937206,0.6895638796465243,0.40031616479114024,0.6484579464948208,55902,698,1
1.0,-0.13427808147854034,0.20831637015189994,0.19691744650697673,-0.03370107287578658,0.5818038710600694,0.3707098683595656,0.5383413798754353,0.6910665092483275,0.400312085530169,0.6497142844985024,55902,698,1
1.0,-0.14256564593522766,0.22272676876066513,-0.0559140427765934,0.12832282760999508,0.5816428750313047,0.3712087335530933,0.5384847146114501,0.6893134413795571,0.4002959521263386,0.6478711421702256,55902,698,1
1.0,-0.045208902692976755,0.1443152593838498,0.18832800948494804,-0.05527222041027535,0.581195663840292,0.3705172885071605,0.5377266004530997,0.6912096168294516,0.400294115105294,0.6497749561500832,55902,698,1
1.0,-0.14472489413961484,0.30519883112140067,0.09043519171008729,-0.12410774767855398,0.5816965403742264,0.3706090382475423,0.5380601845086437,0.6910128439054058,0.40029179754096933,0.649718395227632,55902,698,1
1.0,0.3432391199561714,0.0525302410233047,0.16003155979264255,-0.12064191603654395,0.5801939107724232,0.37000471447388666,0.5370168986808243,0.6919072662874316,0.40028276529383733,0.6510235917364884,55902,698,1
1.0,0.2819578235755218,0.08386082727865932,0.09352367038469811,-0.18952639050008863,0.5804085721441093,0.37012524264221314,0.5371634348810794,0.6914242782011377,0.4002622533606271,0.6506868836558714,55902,698,1
1.0,0.008052209222279755,0.2268885507761972,-0.17645269998817162,0.11219383745359268,0.5804264605917498,0.3708971494874072,0.5374729170382593,0.6887410110550607,0.40025729784242536,0.6478571863416297,55902,698,1
1.0,0.07263853686786495,0.13594092526767568,-0.12430798194185999,-0.03196827502173977,0.5804801259346714,0.3706974345447133,0.5373181961633496,0.6895638796465243,0.40025595563547256,0.6485410010938141,55902,698,1
1.0,-0.03363684623853927,0.12120842018870445,-0.06653613459273341,0.0443163940597307,0.5806947873063576,0.3706716210980642,0.5374589825054347,0.6895638796465243,0.4001907155114379,0.6484832469628603,55902,698,1
1.0,0.23573588450662178,-0.008607432350055205,0.1680006261716629,0.0957899185426101,0.580015026296018,0.3701899122562797,0.5370556423401003,0.6903330828950663,0.4001448553599521,0.6498794753473899,55902,698,1
1.0,0.10809850498512405,0.0829990779226368,-0.05567668843431953,-0.0026281170636423268,0.5803906836964688,0.3704782357994764,0.5372257086298938,0.6894207720654002,0.4001426364313086,0.6487715846036184,55902,698,1
1.0,0.107313654344697,0.18738669917900194,-0.10097310897559245,-0.17211971373174612,0.5807126757539981,0.3705095815861394,0.5372954462734213,0.6894028836177597,0.40001589606127286,0.648296260810703,55902,698,1
1.0,-0.06373756348618528,0.08381438294639107,0.1911722492094705,-0.018218113762055482,0.580641121963436,0.3702720298761943,0.5371258598582623,0.6903330828950663,0.3999696915558658,0.6489157143817506,55902,698,1
1.0,0.05,0.05,0.0,-0.05,0.5800508031912991,0.3702078646225509,0.5365596408003078,0.6895638796465243,0.39992260037314925,0.648339323043848,55902,698,1
1.0,0.05125757179063009,0.048924403556139445,0.09837337064905582,0.1821883527276214,0.5796751457908482,0.37022043603135346,0.536485645094671,0.6889914493220278,0.3999139333024346,0.6481296302386308,55902,698,1
1.0,0.0876661383280121,-0.034194648388536614,0.19760760487790668,0.08715899526656046,0.5796751457908482,0.36995780510382587,0.5363996811657318,0.6896533218847268,0.3998699205062044,0.648933375227736,55902,698,1
1.0,-0.05,0.1,0.0,-0.05,0.5802833530106257,0.3703062800347234,0.5368765644643388,0.6896354334370863,0.3998623091613872,0.648132647586287,55902,698,1
1.0,0.07373501270019403,0.06436079594073205,-0.04297079556955924,0.11564875799969604,0.5791563808092733,0.37017638388736906,0.5360668566593536,0.6885800150262961,0.3998367847000571,0.6475748115167519,55902,698,1
1.0,-0.117078624418087,0.1848541107470755,-0.06982811069190806,0.15304529124636418,0.5804622374870309,0.37065807743526374,0.537300669743816,0.6878287002253944,0.3997560215702718,0.6466115612028521,55902,698,1
1.0,0.32437079787486156,0.023768877165338126,0.048634875589836646,0.09775072565019588,0.5789596078852277,0.36974618066881615,0.5358171654817887,0.6893134413795571,0.39974375590240174,0.6486814462567987,55902,698,1
1.0,0.00927888568642013,0.07637430623727168,-0.10520885957608149,-0.007590699674949686,0.5794247075238811,0.37017813323923404,0.5360443896209479,0.6880791384923617,0.39968392705567557,0.6470017782588415,55902,698,1
1.0,0.09152699748505497,0.015283825023515801,0.0005721479768071025,-0.004798846723271577,0.5797109226861293,0.37007891887073074,0.536487625601374,0.6885979034739366,0.3996660804178441,0.6477543566088225,55902,698,1
1.0,0.05414465391275561,0.03940731783861254,-0.05597763264706504,0.03046928685787198,0.5794783728668026,0.3700265057851013,0.5361187402561014,0.6884369074451719,0.3996566008348179,0.6475594850148955,55902,698,1
1.0,0.25057460151133315,-0.013828433903235599,0.11212761843294172,0.12543077541251546,0.5789059425423062,0.3697594244102567,0.5358707314444455,0.6889556724267468,0.39965099604114973,0.6483251680079585,55902,698,1
1.0,0.19951692087298958,0.007386247999825374,-0.005650163927402391,-0.019206889219514883,0.5790848270187113,0.3697435722357446,0.5361138641698687,0.6893492182748381,0.39963005091443987,0.6486173464328513,55902,698,1
1.0,-0.008827172014011259,0.18670203936739435,-0.18929704853808618,0.11207580986491567,0.5797109226861293,0.3704262640235404,0.5366440856309155,0.6873814890343816,0.3995964542841446,0.6462503203940425,55902,698,1
1.0,-0.13675813151287455,0.09947226842616905,0.14204315330635758,0.00048422290338620555,0.5807663410969196,0.37017767244198646,0.5372240759541171,0.6894744374083217,0.39955709316855065,0.6478207213298508,55902,698,1
1.0,0.04216685965398051,0.0478988883931841,-0.05285480968711981,0.09485876969535639,0.5794247075238811,0.3701226657057992,0.5362426390517829,0.6879896962541591,0.3995473728721144,0.6468782333005858,55902,698,1
1.0,-0.14844189489067963,0.17038849238100043,-0.08565609491289883,0.11095005357223636,0.5802475761153447,0.3706387633875075,0.5370682476991153,0.6872383814532574,0.3995414469437557,0.6456800065415563,55902,698,1
1.0,0.02448984284600289,-0.041257202344134464,0.17300586254372158,0.003300698887619413,0.5794604844191621,0.3698587986943425,0.5358975197869471,0.6887052341597796,0.3995290785548302,0.6475513440238737,55902,698,1
1.0,0.1412123988534579,-0.00910391596435281,0.03533469053945776,-0.02032029975751523,0.5791921577045543,0.3697152017198299,0.5360566985765862,0.6890451146649493,0.39952782445625623,0.6482044356303301,55902,698,1
1.0,0.3413161581652412,0.09588671472233443,-0.1659872154644024,-0.0979011178429615,0.5791027154663518,0.36975040704389905,0.5361227182961963,0.6888662301885442,0.39952179640890345,0.6481000231104405,55902,698,1
1.0,0.09939731543776406,0.04043518949078381,-0.04902917968056078,-0.10732185218863576,0.5791563808092733,0.36984562286661676,0.5358858561577027,0.6884905727880934,0.3994855808033925,0.6473837817990505,55902,698,1
1.0,0.14681072898976158,0.006932742410312526,0.058626509264516125,-0.1064136815546588,0.579245823047476,0.36968119767039914,0.53590160966707,0.6886873457121391,0.3994154569474405,0.6477408550900081,55902,698,1
1.0,-0.14155445740629205,0.07836652977083611,0.12033535162839454,0.17036796700947404,0.5795499266573647,0.3700832311368754,0.5362467071893705,0.6877034810919108,0.39936893305846594,0.6462467220540697,55902,698,1
1.0,0.30152689060482685,0.07414339522373972,-0.13321101422278464,-0.1102795756415186,0.5791384923616328,0.36961887297817175,0.536118429655544,0.6885979034739366,0.3993467577660127,0.6479258017625582,55902,698,1
1.0,0.0,0.0,0.0,0.0,0.5785660620371365,0.36966378880020384,0.5353034245647528,0.6879896962541591,0.39933483462742353,0.6468653575498117,55902,698,1
1.0,0.3236667109985253,0.0728567372738789,-0.1502444843768358,-0.1292028826477532,0.5789596078852277,0.3695439080422197,0.5359024266502848,0.6882222460734857,0.39923334646776015,0.6475311627315553,55902,698,1
1.0,0.2543411882165628,0.022133609383844205,0.12396291810563054,-0.19296412705321941,0.5796572573432077,0.3694381996584757,0.5363566658924923,0.6893671067224786,0.39920089135260006,0.648330726650954,55902,698,1
1.0,0.2676782541966368,0.022362745810917323,-0.11333201311347518,-0.01149063031488079,0.5782798468748882,0.3693671876848238,0.5352692171032617,0.6882401345211263,0.399193313358479,0.6474790235855556,55902,698,1
1.0,0.3303685594963911,-0.07521107663457313,0.05360719622814314,-0.011453309360374503,0.577922077922078,0.3690620895603084,0.5348391146070435,0.6887946763979822,0.3991300979485175,0.6480393645639496,55902,698,1
1.0,0.1529471629315006,-0.07728714367969544,0.15399715164726185,-0.054601500050860674,0.57869128117062,0.36931605450745025,0.5353627758785314,0.688472684340453,0.39912428985458814,0.6475231342258883,55902,698,1
1.0,0.07788626198143614,-0.02839998175701744,0.1064309456799285,-0.07495212261529885,0.5792637114951165,0.36947989645536683,0.5357003990319751,0.6882580229687668,0.3990870702941562,0.6470769949220158,55902,698,1
1.0,0.3249525050465275,-0.05029767004217919,0.10120995028973084,-0.14777868256582974,0.578619727380058,0.3692387348991162,0.5354152863354102,0.688544238131015,0.3990837978303217,0.6476674705084665,55902,698,1
1.0,-0.057162117847844335,0.15032234669311048,-0.024729636190124582,-0.14763933004659574,0.5794068190762406,0.36964218024352213,0.5357757079768235,0.6877571464348324,0.399038209974163,0.6462819233182073,55902,698,1
1.0,0.09049162481949055,0.02330483570337935,-0.1278565555368853,0.012781187069022704,0.5783514006654502,0.3695969619845807,0.5351177680331693,0.6867553933669636,0.39903285948852063,0.645748891262153,55902,698,1
1.0,0.06123505104833579,0.11400263443771783,-0.08469855516022379,-0.1720044926769876,0.5791563808092733,0.3696243735409529,0.5358044577144389,0.6874351543773032,0.3989936855826463,0.6462530959428627,55902,698,1
1.0,0.2953906146294385,0.04695455463495271,-0.14483697314938504,-0.13855618192200703,0.5784229544560123,0.3693058497976492,0.5353480977311388,0.6877929233301134,0.39898934557632953,0.6469057130358578,55902,698,1
1.0,0.12459901957789996,0.0002187587822204129,-0.015369275065680255,0.15642352065453258,0.5781009623984831,0.3694953609608136,0.5349022145546841,0.6866838395764016,0.3989755300231867,0.6457214405665685,55902,698,1
1.0,0.167812833910471,-0.06089534038506875,0.045562596284268786,0.10317517341019394,0.5780830739508426,0.3693828987638209,0.5348376670727812,0.6868806125004472,0.3989580727969917,0.6460533351576133,55902,698,1
1.0,0.03918210570412198,0.0127952523422952,0.02500817703405106,0.18258469311853737,0.5783156237701692,0.3695227603133801,0.5351671174331681,0.6869342778433688,0.3989260737676645,0.6457219445664825,55902,698,1
1.0,0.25886783199771124,-0.05867620475562599,0.04477763220994874,0.10586520782793457,0.5777968587885943,0.3691952609165953,0.5346972083579424,0.6872204930056169,0.39891202712091567,0.6464112531808205,55902,698,1
1.0,0.2558054952557466,-0.08580880028105395,0.05018492851608419,0.07399164399754987,0.5777074165503917,0.3691205788788758,0.5345515665800692,0.6873457121391006,0.3989105407299282,0.64664067252181,55902,698,1
1.0,0.2885962564304897,-0.1083095683480125,0.19967034670399325,0.16189904789959275,0.5776895281027512,0.3690314236133126,0.5345757913065302,0.6875245966155057,0.3988845274692796,0.6468309289399296,55902,698,1
1.0,0.2688393383139288,-0.09583391521221071,0.10776508542027857,-0.09227385015832859,0.5782798468748882,0.36910464325692166,0.5351378303868691,0.6879360309112376,0.39886828323237516,0.6471294044597745,55902,698,1
1.0,-0.04354602830820023,0.219849393117286,-0.11912977933046527,-0.16617173990455442,0.5796214804479267,0.36998664244909596,0.5360911065360238,0.6861650745948267,0.3988641980382022,0.6445097744386205,55902,698,1
1.0,0.10043766631155712,-0.0016477675372823797,-0.10566204343632446,-0.00930652759282799,0.5781904046366856,0.3694059099981923,0.5350474068057833,0.6864334013094344,0.39878013774237697,0.6454869958703874,55902,698,1
1.0,-0.08865443625145333,0.18668900488835974,-0.14447963216375423,-0.06745534990641819,0.5795499266573647,0.3702769854788099,0.5361451257163712,0.684716110335945,0.3987556906982718,0.6431092952219735,55902,698,1
1.0,0.13827020254848485,0.07483745330629046,-0.030354597394008254,-0.19312069055948056,0.5790490501234303,0.36912117346705126,0.5356872883823934,0.6878108117777539,0.39865497302798847,0.6467236178124403,55902,698,1
1.0,-0.13486451620461373,0.14194571764785482,-0.08983733111304582,0.17766652296264268,0.5788343887517441,0.36993634262056324,0.53562247135262,0.6847339987835855,0.3986121690225586,0.6433401261575094,55902,698,1
1.0,-0.13430952433077795,-0.0033222526754006776,0.13693840828829512,0.04952345022191956,0.578655504275339,0.3692913375161868,0.535073408942175,0.6868269471575257,0.3985974789441034,0.6452817685252544,55902,698,1
1.0,0.265732016547781,-0.039692664657650506,-0.103894076279418,0.012634120758160339,0.5774212013881436,0.3689478132162875,0.5342819326327493,0.6864870666523559,0.3985800011323504,0.6456985760071043,55902,698,1
1.0,-0.12375653669127576,0.21099714619509038,0.11084065959195233,-0.18062107556720877,0.5796214804479267,0.3693616910279747,0.5359766777066116,0.6873457121391006,0.39854263777984966,0.6457106014658938,55902,698,1
1.0,0.1393245954046868,0.05278221267806879,-0.10336631481566223,0.19260690765605665,0.5776358627598297,0.3692479871426188,0.5344897279973264,0.6855389789274087,0.3985388026025041,0.6445584583085451,55902,698,1
1.0,0.02503502401420285,-0.033964785281051596,-0.02541714721649635,0.09403334297573196,0.5780472970555616,0.3693366045676778,0.5347565349682764,0.6855389789274087,0.3984867843225122,0.6443237132873881,55902,698,1
